altitude,latitude,clutch.size,body.size,clutch.volume,egg.size
"3,462.00",34.82,181.97008586099827,3.630780547701014,177.82794100389228,1.9498445997580451
"3,462.00",34.82,269.1534803926917,3.630780547701014,257.03957827688646,1.9498445997580451
"3,462.00",34.82,158.48931924611142,3.715352290971725,151.35612484362088,1.9498445997580451
"3,462.00",34.82,234.42288153199226,3.8018939632056115,223.872113856834,1.9498445997580451
"3,462.00",34.82,245.4708915685031,3.890451449942806,234.42288153199226,1.9498445997580451
"3,462.00",34.82,301.9951720402016,3.890451449942806,288.40315031266056,1.9498445997580451
"3,462.00",34.82,354.8133892335753,3.890451449942806,338.84415613920237,1.9498445997580451
"3,462.00",34.82,407.3802778041126,3.9810717055349722,389.04514499428046,1.9498445997580451
"3,462.00",34.82,398.1071705534973,3.9810717055349722,380.1893963205613,1.9498445997580451
"2,035.00",33.16,537.0317963702527,4.073802778041127,549.5408738576248,2.041737944669529
"3,098.00",34.77,524.8074602497728,4.073802778041127,741.3102413009177,2.2387211385683394
"3,462.00",34.82,389.04514499428046,4.073802778041127,371.5352290971724,1.9498445997580451
"3,462.00",34.82,588.843655355589,4.073802778041127,562.341325190349,1.9498445997580451
"2,035.00",33.16,467.73514128719813,4.168693834703354,489.77881936844614,2.041737944669529
"3,462.00",34.82,588.843655355589,4.168693834703354,562.341325190349,1.9498445997580451
"3,098.00",34.77,407.3802778041126,4.168693834703354,575.4399373371566,2.2387211385683394
"3,462.00",34.82,363.0780547701014,4.168693834703354,346.73685045253166,1.9498445997580451
"2,035.00",33.16,588.843655355589,4.265795188015927,616.5950018614822,2.041737944669529
"3,462.00",34.82,416.8693834703355,4.265795188015927,398.1071705534973,1.9498445997580451
"3,462.00",34.82,275.4228703338166,4.265795188015927,263.02679918953817,1.9498445997580451
"3,462.00",34.82,588.843655355589,4.36515832240166,562.341325190349,1.9498445997580451
"3,462.00",34.82,338.84415613920237,4.36515832240166,323.5936569296281,1.9498445997580451
"3,462.00",34.82,575.4399373371566,4.36515832240166,549.5408738576248,1.9498445997580451
"3,462.00",34.82,275.4228703338166,4.36515832240166,263.02679918953817,1.9498445997580451
"3,462.00",34.82,371.5352290971724,4.36515832240166,354.8133892335753,1.9498445997580451
"3,462.00",34.82,549.5408738576248,4.36515832240166,524.8074602497728,1.9498445997580451
"3,462.00",34.82,616.5950018614822,4.466835921509632,588.843655355589,1.9498445997580451
"3,462.00",34.82,501.18723362727246,4.466835921509632,478.6300923226385,1.9498445997580451
"3,462.00",34.82,524.8074602497728,4.570881896148751,501.18723362727246,1.9498445997580451
"3,462.00",34.82,426.57951880159254,4.570881896148751,407.3802778041126,1.9498445997580451
"3,462.00",34.82,489.77881936844614,4.570881896148751,467.73514128719813,1.9498445997580451
"3,061.00",32.78,588.843655355589,4.570881896148751,645.6542290346556,2.0892961308540396
"3,462.00",34.82,512.8613839913648,4.677351412871983,489.77881936844614,1.9498445997580451
"2,035.00",33.16,562.341325190349,4.677351412871983,588.843655355589,2.041737944669529
"3,493.00",34.3,691.8309709189363,4.677351412871983,1047.1285480508996,2.290867652767773
"3,462.00",34.82,457.0881896148752,4.677351412871983,436.5158322401661,1.9498445997580451
"3,462.00",34.82,616.5950018614822,4.786300923226384,588.843655355589,1.9498445997580451
"3,462.00",34.82,489.77881936844614,4.786300923226384,467.73514128719813,1.9498445997580451
"3,462.00",34.82,630.957344480193,4.786300923226384,602.5595860743575,1.9498445997580451
"2,035.00",33.16,758.5775750291835,4.786300923226384,794.3282347242813,2.041737944669529
"3,462.00",34.82,691.8309709189363,4.786300923226384,660.6934480075957,1.9498445997580451
"2,035.00",33.16,794.3282347242813,4.786300923226384,831.7637711026708,2.041737944669529
"3,462.00",34.82,575.4399373371566,4.897788193684462,549.5408738576248,1.9498445997580451
"3,462.00",34.82,512.8613839913648,4.897788193684462,489.77881936844614,1.9498445997580451
"3,462.00",34.82,489.77881936844614,4.897788193684462,467.73514128719813,1.9498445997580451
"3,462.00",34.82,912.0108393559096,4.897788193684462,870.9635899560806,1.9498445997580451
"3,493.00",34.3,301.9951720402016,5.011872336272722,457.0881896148752,2.290867652767773
"3,462.00",34.82,537.0317963702527,5.011872336272722,512.8613839913648,1.9498445997580451
"3,462.00",34.82,1174.897554939529,5.011872336272722,1122.018454301963,1.9498445997580451
"3,462.00",34.82,645.6542290346556,5.011872336272722,630.957344480193,1.9498445997580451
"3,098.00",34.77,537.0317963702527,5.011872336272722,758.5775750291835,2.2387211385683394
"3,462.00",34.82,478.6300923226385,5.1286138399136485,457.0881896148752,1.9498445997580451
"3,493.00",34.3,691.8309709189363,5.1286138399136485,1047.1285480508996,2.290867652767773
"3,493.00",34.3,537.0317963702527,5.1286138399136485,812.8305161640995,2.290867652767773
"3,462.00",34.82,707.945784384138,5.1286138399136485,676.0829753919819,1.9498445997580451
"3,493.00",34.3,549.5408738576248,5.1286138399136485,831.7637711026708,2.290867652767773
"3,493.00",34.3,741.3102413009177,5.1286138399136485,1122.018454301963,2.290867652767773
"3,462.00",34.82,724.4359600749899,5.1286138399136485,691.8309709189363,1.9498445997580451
"2,035.00",33.16,812.8305161640995,5.248074602497725,851.1380382023768,2.041737944669529
"2,035.00",33.16,933.2543007969915,5.248074602497725,977.2372209558112,2.041737944669529
"3,462.00",34.82,794.3282347242813,5.248074602497725,758.5775750291835,1.9498445997580451
"3,462.00",34.82,741.3102413009177,5.248074602497725,707.945784384138,1.9498445997580451
"3,493.00",34.3,478.6300923226385,5.248074602497725,724.4359600749899,2.290867652767773
"2,035.00",33.16,707.945784384138,5.248074602497725,741.3102413009177,2.041737944669529
"3,493.00",34.3,630.957344480193,5.248074602497725,954.992586021436,2.290867652767773
"3,462.00",34.82,263.02679918953817,5.248074602497725,251.18864315095797,1.9498445997580451
"3,462.00",34.82,549.5408738576248,5.248074602497725,524.8074602497728,1.9498445997580451
"2,035.00",33.16,549.5408738576248,5.248074602497725,575.4399373371566,2.041737944669529
"2,035.00",33.16,741.3102413009177,5.248074602497725,776.247116628692,2.041737944669529
"3,493.00",34.3,467.73514128719813,5.248074602497725,724.4359600749899,2.290867652767773
"3,493.00",34.3,676.0829753919819,5.248074602497725,1023.2929922807537,2.290867652767773
"3,462.00",34.82,691.8309709189363,5.248074602497725,660.6934480075957,1.9498445997580451
"3,493.00",34.3,758.5775750291835,5.248074602497725,1148.1536214968828,2.290867652767773
"3,493.00",34.3,501.18723362727246,5.370317963702527,758.5775750291835,2.290867652767773
"2,035.00",33.16,831.7637711026708,5.248074602497725,870.9635899560806,2.041737944669529
"2,035.00",33.16,851.1380382023768,5.248074602497725,891.2509381337459,2.041737944669529
"3,493.00",34.3,1047.1285480508996,5.370317963702527,1584.893192461114,2.290867652767773
"3,493.00",34.3,1071.519305237606,5.370317963702527,1621.8100973589299,2.290867652767773
"3,462.00",34.82,831.7637711026708,5.370317963702527,794.3282347242813,1.9498445997580451
"3,462.00",34.82,851.1380382023768,5.370317963702527,812.8305161640995,1.9498445997580451
"3,493.00",34.3,1096.4781961431852,5.370317963702527,1659.5869074375614,2.290867652767773
"3,462.00",34.82,891.2509381337459,5.370317963702527,851.1380382023768,1.9498445997580451
"2,035.00",33.16,891.2509381337459,5.370317963702527,912.0108393559096,2.041737944669529
"3,493.00",34.3,724.4359600749899,5.370317963702527,1096.4781961431852,2.290867652767773
"3,493.00",34.3,588.843655355589,5.495408738576246,724.4359600749899,2.137962089502232
"3,493.00",34.3,645.6542290346556,5.495408738576246,1071.519305237606,2.344228815319922
"3,493.00",34.3,691.8309709189363,5.495408738576246,1174.897554939529,2.3988329190194904
"3,493.00",34.3,851.1380382023768,5.495408738576246,1288.2495516931335,2.290867652767773
"3,462.00",34.82,954.992586021436,5.495408738576246,912.0108393559096,1.9498445997580451
"3,462.00",34.82,1288.2495516931335,5.495408738576246,1230.268770812381,1.9498445997580451
"3,493.00",34.3,691.8309709189363,5.495408738576246,1047.1285480508996,2.290867652767773
"3,493.00",34.3,1148.1536214968828,5.495408738576246,1737.8008287493763,2.290867652767773
"3,493.00",34.3,660.6934480075957,5.495408738576246,1096.4781961431852,2.344228815319922
"3,493.00",34.3,758.5775750291835,5.495408738576246,1148.1536214968828,2.290867652767773
"3,462.00",34.82,870.9635899560806,5.623413251903491,831.7637711026708,1.9498445997580451
"3,098.00",34.77,891.2509381337459,5.623413251903491,1348.9628825916532,2.290867652767773
"2,035.00",33.16,1071.519305237606,5.623413251903491,1122.018454301963,2.041737944669529
"3,462.00",34.82,741.3102413009177,5.623413251903491,707.945784384138,1.9498445997580451
"3,493.00",34.3,549.5408738576248,5.623413251903491,831.7637711026708,2.290867652767773
"3,098.00",34.77,562.341325190349,5.623413251903491,776.247116628692,2.2387211385683394
"3,462.00",34.82,870.9635899560806,5.623413251903491,831.7637711026708,1.9498445997580451
"3,493.00",34.3,616.5950018614822,5.623413251903491,933.2543007969915,2.290867652767773
"3,493.00",34.3,537.0317963702527,5.7543993733715695,812.8305161640995,2.290867652767773
"2,035.00",33.16,933.2543007969915,5.7543993733715695,977.2372209558112,2.041737944669529
"3,493.00",34.3,616.5950018614822,5.623413251903491,1258.9254117941675,2.51188643150958
"3,493.00",34.3,1071.519305237606,5.623413251903491,1659.5869074375614,2.290867652767773
"3,493.00",34.3,524.8074602497728,5.7543993733715695,588.843655355589,2.0892961308540396
"3,061.00",32.78,954.992586021436,5.7543993733715695,1071.519305237606,2.0892961308540396
"3,098.00",34.77,870.9635899560806,5.7543993733715695,1202.2644346174131,2.2387211385683394
"3,493.00",34.3,524.8074602497728,5.7543993733715695,794.3282347242813,2.290867652767773
"3,462.00",34.82,295.1209226666387,5.7543993733715695,281.8382931264455,1.9498445997580451
"3,462.00",34.82,741.3102413009177,5.7543993733715695,707.945784384138,1.9498445997580451
"3,098.00",34.77,831.7637711026708,5.7543993733715695,1174.897554939529,2.2387211385683394
"3,462.00",34.82,691.8309709189363,5.7543993733715695,660.6934480075957,1.9498445997580451
"2,035.00",33.16,954.992586021436,5.7543993733715695,1000,2.041737944669529
"3,493.00",34.3,933.2543007969915,5.7543993733715695,1412.537544622754,2.290867652767773
"3,493.00",34.3,575.4399373371566,5.7543993733715695,602.5595860743575,2.041737944669529
"3,493.00",34.3,537.0317963702527,5.88843655355589,794.3282347242813,2.290867652767773
"3,493.00",34.3,676.0829753919819,5.88843655355589,933.2543007969915,2.2387211385683394
"3,493.00",34.3,269.1534803926917,5.88843655355589,323.5936569296281,2.137962089502232
"3,462.00",34.82,537.0317963702527,5.88843655355589,512.8613839913648,1.9498445997580451
"3,493.00",34.3,977.2372209558112,6.025595860743578,1479.1083881682073,2.290867652767773
"3,493.00",34.3,933.2543007969915,6.025595860743578,1445.439770745928,2.290867652767773
"3,493.00",34.3,1096.4781961431852,6.025595860743578,1230.268770812381,2.0892961308540396
"3,493.00",34.3,851.1380382023768,6.025595860743578,1318.2567385564075,2.290867652767773
"3,493.00",34.3,691.8309709189363,6.165950018614822,1047.1285480508996,2.290867652767773
"3,493.00",34.3,851.1380382023768,6.165950018614822,1288.2495516931335,2.290867652767773
"3,493.00",34.3,1318.2567385564075,6.165950018614822,1862.0871366628676,2.2387211385683394
"3,493.00",34.3,707.945784384138,6.165950018614822,1071.519305237606,2.290867652767773
"2,035.00",33.16,1258.9254117941675,NA,1621.8100973589299,2.1877616239495525
"2,035.00",33.16,691.8309709189363,NA,1258.9254117941675,2.4547089156850306
"2,035.00",33.16,616.5950018614822,NA,812.8305161640995,2.1877616239495525
"2,035.00",33.16,741.3102413009177,NA,912.0108393559096,2.137962089502232
"2,035.00",33.16,537.0317963702527,NA,446.683592150963,1.8620871366628675
"2,035.00",33.16,758.5775750291835,NA,660.6934480075957,1.9054607179632472
"2,035.00",33.16,524.8074602497728,NA,501.18723362727246,1.9498445997580451
"2,035.00",33.16,741.3102413009177,NA,794.3282347242813,2.041737944669529
"2,035.00",33.16,1096.4781961431852,NA,977.2372209558112,1.9054607179632472
"2,035.00",33.16,549.5408738576248,NA,588.843655355589,2.041737944669529
"2,035.00",33.16,776.247116628692,NA,891.2509381337459,2.0892961308540396
"2,035.00",33.16,316.22776601683796,NA,239.88329190194898,1.8197008586099834
"2,035.00",33.16,371.5352290971724,NA,501.18723362727246,2.2387211385683394
"2,035.00",33.16,489.77881936844614,NA,691.8309709189363,2.2387211385683394
"2,035.00",33.16,645.6542290346556,NA,588.843655355589,1.9498445997580451
"2,035.00",33.16,954.992586021436,NA,776.247116628692,1.8620871366628675
"2,035.00",33.16,741.3102413009177,NA,776.247116628692,2.041737944669529
"2,035.00",33.16,870.9635899560806,NA,912.0108393559096,2.041737944669529
"2,035.00",33.16,707.945784384138,NA,741.3102413009177,2.041737944669529
"2,035.00",33.16,758.5775750291835,NA,794.3282347242813,2.041737944669529
"2,597.00",34.05,537.0317963702527,NA,776.247116628692,2.2387211385683394
"2,597.00",34.05,457.0881896148752,NA,467.73514128719813,2.041737944669529
"2,926.00",34.96,831.7637711026708,NA,933.2543007969915,2.0892961308540396
"2,926.00",34.96,1348.9628825916532,NA,1513.5612484362086,2.0892961308540396
"2,926.00",34.96,812.8305161640995,NA,933.2543007969915,2.0892961308540396
"3,061.00",32.78,1318.2567385564075,NA,1380.3842646028852,2.041737944669529
"3,061.00",32.78,537.0317963702527,NA,512.8613839913648,1.9498445997580451
"3,061.00",32.78,954.992586021436,NA,1174.897554939529,2.137962089502232
"3,061.00",32.78,562.341325190349,NA,891.2509381337459,2.344228815319922
"3,061.00",32.78,575.4399373371566,NA,575.4399373371566,1.9952623149688795
"3,061.00",32.78,1000,NA,1862.0871366628676,2.4547089156850306
"3,061.00",32.78,691.8309709189363,NA,758.5775750291835,2.041737944669529
"3,061.00",32.78,851.1380382023768,NA,870.9635899560806,2.041737944669529
"3,061.00",32.78,660.6934480075957,NA,602.5595860743575,1.9498445997580451
"3,061.00",32.78,1000,NA,1348.9628825916532,2.1877616239495525
"3,061.00",32.78,645.6542290346556,NA,1047.1285480508996,2.344228815319922
"3,061.00",32.78,870.9635899560806,NA,1318.2567385564075,2.290867652767773
"3,061.00",32.78,478.6300923226385,NA,1071.519305237606,2.6302679918953817
"3,061.00",32.78,707.945784384138,NA,707.945784384138,1.9952623149688795
"3,061.00",32.78,912.0108393559096,NA,1348.9628825916532,2.290867652767773
"3,061.00",32.78,812.8305161640995,NA,933.2543007969915,2.0892961308540396
"3,061.00",32.78,1288.2495516931335,NA,1949.8445997580454,2.290867652767773
"3,061.00",32.78,1174.897554939529,NA,1819.7008586099826,2.290867652767773
"3,061.00",32.78,489.77881936844614,NA,426.57951880159254,1.9054607179632472
"3,080.00",34.8,645.6542290346556,NA,1148.1536214968828,2.3988329190194904
"3,080.00",34.8,1348.9628825916532,NA,2137.9620895022326,2.344228815319922
"3,080.00",34.8,831.7637711026708,NA,1071.519305237606,2.1877616239495525
"3,080.00",34.8,478.6300923226385,NA,831.7637711026708,2.3988329190194904
"3,080.00",34.8,741.3102413009177,NA,1621.8100973589299,2.5703957827688635
"3,080.00",34.8,501.18723362727246,NA,794.3282347242813,2.344228815319922
"3,080.00",34.8,741.3102413009177,NA,1348.9628825916532,2.4547089156850306
"3,080.00",34.8,630.957344480193,NA,776.247116628692,2.137962089502232
"3,080.00",34.8,501.18723362727246,NA,691.8309709189363,2.2387211385683394
"3,080.00",34.8,1174.897554939529,NA,1905.4607179632462,2.344228815319922
"3,098.00",34.77,512.8613839913648,NA,630.957344480193,2.137962089502232
"3,098.00",34.77,446.683592150963,NA,707.945784384138,2.344228815319922
"3,098.00",34.77,478.6300923226385,NA,660.6934480075957,2.2387211385683394
"3,098.00",34.77,426.57951880159254,NA,602.5595860743575,2.2387211385683394
"3,098.00",34.77,691.8309709189363,NA,954.992586021436,2.2387211385683394
"3,098.00",34.77,436.5158322401661,NA,602.5595860743575,2.2387211385683394
"3,098.00",34.77,630.957344480193,NA,891.2509381337459,2.2387211385683394
"3,098.00",34.77,602.5595860743575,NA,851.1380382023768,2.2387211385683394
"3,098.00",34.77,891.2509381337459,NA,1230.268770812381,2.2387211385683394
"3,098.00",34.77,588.843655355589,NA,812.8305161640995,2.2387211385683394
"3,098.00",34.77,851.1380382023768,NA,1202.2644346174131,2.2387211385683394
"3,098.00",34.77,338.84415613920237,NA,478.6300923226385,2.2387211385683394
"3,098.00",34.77,616.5950018614822,NA,851.1380382023768,2.2387211385683394
"3,098.00",34.77,616.5950018614822,NA,870.9635899560806,2.2387211385683394
"3,098.00",34.77,512.8613839913648,NA,724.4359600749899,2.2387211385683394
"3,098.00",34.77,1122.018454301963,NA,1584.893192461114,2.2387211385683394
"3,189.00",34.1,831.7637711026708,NA,794.3282347242813,1.9498445997580451
"3,189.00",34.1,1174.897554939529,NA,1071.519305237606,1.9498445997580451
