country.name,inf.mort,life.expect,sanit.access,adol.fert,edu.expend,adult.lit,prim.edu.fem,birth.rate,log.gdp.per.capita,sanit.access.factor,sanit.access.num,gdp.per.capita
Afghanistan,73.4,59.3279512195122,29.9,93.7132,4.08791,31.741117477417,NA,37.636,6.43355028331711,low,0,622.379654358449
Albania,14.3,77.2405853658537,91.5,20.3584,NA,96.8452987670898,NA,12.651,8.39791674094637,high,1,4437.811999002228
Algeria,22.8,74.07,86.8,11.0822,NA,NA,95.265510559082,24.921,8.60289443941526,high,1,5447.4039755656895
Angola,106.8,51.0593170731707,47.6,178.436,NA,NA,39.7735786437988,47.018,8.52788357488356,low,0,5053.738648929308
Argentina,12.7,75.6490487804878,95.2,63.298,4.98632,NA,110.728363037109,18.018,9.50248125690618,high,1,13392.91690364452
Armenia,15.3,74.3428292682927,89.5,26.0886,3.14385,99.7444152832031,NA,13.652,8.13656853940783,high,1,3417.1718359991532
Australia,3.8,81.8951219512195,100,15.8416,5.10608,NA,NA,13.6,11.0383762743668,high,1,62216.54712941334
Austria,3.4,80.9829268292683,100,9.0772,5.61861,NA,96.6887130737305,9.3,10.8420007526884,high,1,51123.56132916869
Azerbaijan,32.5,70.5518048780488,83.2,52.5774,2.43564,99.7786331176758,92.1835632324219,19.2,8.88040350531557,high,1,7189.691229207625
Bahrain,6.7,76.2678536585366,99.2,13.9646,NA,NA,NA,15.764,10.0095898307793,high,1,22238.711950205456
Bangladesh,37.2,70.4719512195122,56.8,87.0114,NA,NA,79.8319091796875,20.882,6.73167158822776,high,1,838.5478017022325
Belarus,4.3,70.5536585365854,94.4,21.5494,4.84382,NA,106.377647399902,11.5,8.74922094705308,high,1,6305.773662476554
Belgium,3.5,80.5853658536585,99.5,9.29,6.36516,NA,NA,11.6,10.7726826318346,high,1,47699.807051894844
Benin,69.8,58.9329024390244,17.8,93.1962,NA,NA,61.5270690917969,37.362,6.68340544932095,low,0,799.0355591314335
Bhutan,32.3,68.3231951219512,48.3,32.016,4.65258,NA,94.5840301513672,19.241,7.81834460957972,low,0,2485.7870521684827
Bolivia,35.3,66.9425609756098,47.5,74.4374,6.89264,92.2261428833008,92.3215408325195,25.035,7.7738892029407,low,0,2377.7006897288884
Bosnia and Herzegovina,6.2,75.9629268292683,94.8,11.9598,NA,NA,NA,9.235,8.48895453233435,high,1,4860.781625884552
Botswana,39.9,63.9516097560976,61.5,41.0362,NA,NA,NA,25.529,8.92330487810727,high,1,7504.850907448947
Brazil,14.4,73.5523414634146,81.1,68.9322,5.73953,91.411247253418,NA,15.342,9.47570947507994,high,1,13039.121649958159
Bulgaria,10.9,74.1634146341463,85.9,42.2552,3.66867,98.3524475097656,104.271942138672,9.6,8.95545326814457,high,1,7750.039880030731
Burkina Faso,67.3,57.4920487804878,18,118.2566,4.48326,NA,NA,41.679,6.50100050965902,low,0,665.8074466937918
Burundi,61.6,55.3120243902439,47.2,30.9104,5.99779,NA,54.8153114318848,44.489,5.48319599898202,low,0,240.61448345912558
Cambodia,33.6,66.8728780487805,35.4,48.4484,NA,NA,93.7216186523438,25.164,6.77895694669771,low,0,879.1512440923422
Cameroon,64.4,54.1373658536585,44.9,118.8154,3.05291,NA,63.7105712890625,38.195,7.13801318369778,low,0,1258.9246506685358
Canada,4.7,81.3492926829268,99.8,11.8552,5.27246,NA,NA,11,10.8606617207158,high,1,52086.533524627455
Central African Republic,99.7,48.3504390243903,21.1,99.9918,1.22862,NA,32.8967208862305,34.607,6.18328917741136,low,0,484.5832181220096
Central Europe and the Baltics,6.38276310334145,75.8884748834282,91.8451575487551,20.8113150773477,NA,NA,97.3519821166992,9.9366846468983,9.5374292713936,high,1,13869.247685038797
Chad,91.9,50.3319512195122,11.8,157.9878,2.2579,NA,26.5389003753662,46.738,6.89613113948468,low,0,988.443159794218
Chile,7.5,80.5869756097561,98.3,49.993,4.06808,96.703010559082,94.9388885498047,13.757,9.58755486411587,high,1,14582.170519252122
China,12.5,75.2021707317073,71.9,7.5878,NA,NA,NA,11.93,8.62590177284799,high,1,5574.187093369045
Colombia,15.4,73.4548048780488,79.8,58.8626,4.45981,93.5805358886719,NA,16.727,8.88568594528203,high,1,7227.770829556417
Comoros,61.3,62.212756097561,33.5,75.4602,4.93279,NA,NA,35.068,6.67275179535493,low,0,790.5680955794119
"Congo, Dem. Rep.",82.6,57.3986341463415,27.2,125.4558,NA,NA,55.6834983825684,43.266,5.85870615349953,low,0,350.2706542498823
"Congo, Rep.",39.6,60.0851707317073,14.4,126.2022,NA,79.3111724853516,75.3989410400391,37.797,8.14706276393209,low,0,3453.2212288564688
Costa Rica,8.8,78.8901707317073,94.1,60.1492,NA,97.4065856933594,100.534599304199,15.564,9.10093614173493,high,1,8963.680051991723
Cote d'Ivoire,75,50.5172195121951,21.3,135.6134,NA,NA,52.92919921875,37.69,7.1162868607834,low,0,1231.8678340517265
Croatia,4.3,76.7756097560976,97.1,12.0636,4.15795,99.125358581543,93.3684463500977,9.6,9.5848085059801,high,1,14542.17759918724
Cuba,4.8,79.039512195122,92.2,48.4786,NA,NA,98.8709106445313,10.702,8.71483248073692,high,1,6092.613901799534
Cyprus,2.9,79.571512195122,100,5.6888,6.64467,98.6784286499023,101.551567077637,11.619,10.3683724631916,high,1,31836.619511215507
Czech Republic,3.2,77.8731707317073,99.1,11.0442,4.28418,NA,105.31591796875,10.4,9.9830813018204,high,1,21656.941418178576
Denmark,3.2,79.8,99.6,4.7226,8.5471,NA,99.7572708129883,10.6,11.0236013710292,high,1,61304.061204654274
Djibouti,60.5,60.8505609756098,47.3,23.7666,NA,NA,51.689769744873,26.233,7.29438694936025,low,0,1472.0142049736824
Dominican Republic,27.5,72.9452926829268,82.5,102.2394,NA,90.1062698364258,91.6589431762695,21.875,8.66912363112652,high,1,5820.396299625983
Ecuador,20.7,75.2264390243903,81.7,78.4622,4.31455,91.5868988037109,109.383087158203,21.631,8.5608995166336,high,1,5223.3775749014485
"Egypt, Arab Rep.",23.4,70.533317073170707,94.7,53.458,NA,NA,NA,27.666,7.94330952995924,high,1,2816.666943477781
El Salvador,16.5,71.9561707317073,71.8,68.8162,3.41749,85.4939880371094,99.8475112915039,17.924,8.24835605641167,high,1,3821.3385898552106
Equatorial Guinea,76.6,56.4468292682927,75.4,116.035,NA,NA,52.2422409057617,36.007,10.0408521143562,high,1,22944.92628993152
Eritrea,38.2,62.0693658536585,14.9,64.0238,NA,NA,NA,36.173,6.29979894300763,low,0,544.4624311416765
Estonia,3.2,76.2292682926829,97.2,17.4174,5.09808,99.8627777099609,94.690559387207,11.1,9.76731001975004,high,1,17453.753761172447
Ethiopia,48.3,62.0830243902439,23,70.4222,NA,NA,NA,34.014,5.87377554566108,low,0,355.5889915131863
Fiji,20.1,69.565,91,43.3678,4.31967,NA,103.029113769531,21.221,8.37837225300648,high,1,4351.919334124089
Finland,2.4,80.4707317073171,97.6,7.647,6.48201,NA,97.1750411987305,11.1,10.8354068198,high,1,50787.56498285184
France,3.5,82.1146341463415,98.7,9.6116,5.51584,NA,NA,12.7,10.6875597645223,high,1,43807.47590324117
Gabon,41.3,62.7050975609756,41.2,113.7218,NA,NA,NA,31.122,9.35272037997026,low,0,11530.147201073129
"Gambia, The",50.9,59.5605853658537,58.8,115.8522,3.89922,NA,70.2828826904297,43.114,6.24801241947682,high,1,516.9842549884165
Georgia,13.8,74.1820487804878,88.7,47.5384,2.69622,NA,NA,13.713,8.22283910280814,high,1,3725.0632212159294
Germany,3.4,80.7414634146342,99.2,8.375,4.81496,NA,100.238410949707,8.1,10.735006171339,high,1,45936.0812598524
Ghana,48.6,60.808,14,70.394,8.14097,NA,89.9712905883789,33.571,7.36972098597703,low,0,1587.1908727476036
Greece,4,80.7317073170732,98.8,9.1638,NA,NA,98.3495788574219,9.6,10.1625649421398,high,1,25914.681545893636
Guatemala,27.5,71.0104146341463,62.2,85.8694,2.92014,NA,85.7531661987305,28.182,8.06040821699956,high,1,3166.582523368216
Guinea,68.9,57.0005365853659,18.4,147.7742,3.06283,NA,NA,38.241,6.10432658177708,low,0,447.7909892855031
Guinea-Bissau,70.3,54.1594146341464,19.6,103.747,1.84898,NA,NA,38.175,6.49145737750172,low,0,659.4837800240625
Guyana,33.5,66.1291463414634,83.6,90.894,3.59123,NA,96.6616821289063,18.77,8.13409372294895,high,1,3408.7254188736524
Haiti,57.5,61.6451951219512,26.3,42.2998,NA,NA,NA,26.204,6.60793020853561,low,0,740.947823017575
Honduras,19.9,72.5727317073171,78.7,71.5636,NA,85.1233139038086,104.184623718262,22.622,7.75094060073065,high,1,2323.757114624639
Hungary,5.5,74.8585365853659,98,19.293,4.64508,NA,NA,8.8,9.54915089149164,high,1,14032.774263336138
India,44.4,66.9041707317073,36.5,33.269,3.7232,69.3025588989258,96.5911483764648,21.116,7.29414523380443,low,0,1471.6584392407406
Indonesia,26.3,68.3343902439024,57.9,51.505,3.18944,92.8119049072266,102.05354309082,20.841,8.20183199447882,high,1,3647.6266218114206
"Iran, Islamic Rep.",15.7,74.4125853658537,89.3,29.1054,4.05015,NA,103.371162414551,18.295,8.97138303831728,high,1,7874.484792013656
Iraq,29.3,68.7097073170732,84,80.003,NA,NA,NA,31.905,8.67236844594401,high,1,5839.313081912779
Ireland,3.4,80.7463414634146,90.2,12.9556,5.85089,NA,NA,16.2,10.8748045829436,high,1,52828.420025470594
Israel,3.5,81.6560975609756,100,12.0464,5.63281,NA,101.401847839355,21.4,10.4254704507023,high,1,33707.324963948566
Italy,3.3,82.1878048780488,99.5,6.486,4.14054,NA,102.043212890625,9.2,10.5548993702786,high,1,38364.94266995092
Jamaica,15.1,75.086243902439,81.6,65.9772,6.26177,NA,NA,14.69,8.58157064231496,high,1,5332.474361238749
Japan,2.3,82.5912195121951,100,4.6522,3.77827,NA,102.21411895752,8.3,10.7408153664652,high,1,46203.70951898165
Jordan,17.3,73.5918536585366,98.5,26.402,NA,95.9044494628906,91.9052505493164,28.317,8.44804765314474,high,1,4665.954276052698
Kazakhstan,17.5,68.98,97.4,30.7114,NA,NA,108.210479736328,22.52,9.33767282122653,high,1,11357.94549069399
Kenya,40.3,59.5342195121951,29.4,95.3688,NA,NA,NA,36.289,6.92055281277008,low,0,1012.8797726672963
"Korea, Rep.",3.4,80.9670731707317,100,1.857,NA,NA,102.457427978516,9.4,10.0922810315757,high,1,24155.82984930813
Kuwait,8.9,74.233512195122,100,12.0766,NA,NA,NA,21.107,10.7695661520395,high,1,47551.382967447644
Kyrgyz Republic,24.6,69.6024390243903,92.9,39.2282,6.79062,NA,95.4105682373047,27.1,7.02454508204647,high,1,1123.883168062697
Lao PDR,57.1,64.7981219512195,61.7,67.862,NA,NA,87.395751953125,27.8,7.17087279929669,high,1,1300.9796015001414
Latvia,7.8,73.5756097560976,86.1,15.9198,3.48792,99.8959045410156,98.5824890136719,9.1,9.53106133364696,high,1,13781.209786615149
Least developed countries: UN classification,58.1146927217077,61.8545522051216,35.1504020106624,98.8496086073895,NA,NA,64.6652908325195,33.92546493731,6.72765057044817,low,0,835.182756070709
Lebanon,8.3,78.6898536585366,80.7,13.373,1.64626,NA,83.4358062744141,12.998,9.11958755385472,high,1,9132.434202266619
Lesotho,71.9,48.219756097561,28.9,91.1184,NA,NA,81.4285125732422,28.707,7.1238385299162,low,0,1241.205706233976
Liberia,62.1,59.8643414634146,15.8,122.3318,NA,NA,59.7280311584473,36.558,5.93704548429941,low,0,378.8140624486784
Libya,13.9,71.6832682926829,96.6,6.39,NA,NA,NA,22.295,8.61573080639532,high,1,5517.779569231566
Lithuania,5,73.5634146341464,90.8,14.9952,17.69513,99.8155975341797,98.8822326660156,10,9.5727037587511,high,1,14367.209324984953
Luxembourg,1.8,80.9878048780488,97.6,7.5188,NA,NA,86.6777420043945,10.9,11.637260862249,high,1,113239.56097199421
"Macedonia, FYR",7.5,74.874512195122,91,19.3706,NA,NA,NA,11.121,8.53305907577372,high,1,5079.962078963591
Madagascar,40.6,63.8074146341464,11.5,125.1284,2.78112,NA,71.946418762207,35.173,6.12321471364711,low,0,456.3293071343114
Malawi,53.8,58.5001219512195,39.2,143.4576,5.35337,NA,71.8221969604492,40.531,5.9124331015750196,low,0,369.6043471896138
Malaysia,6.7,74.286756097561,95.7,12.7772,5.93474,NA,NA,16.765,9.25222638103331,high,1,10427.756050012078
Mali,81,56.6546829268293,22.9,178.7094,4.57597,33.5609397888184,55.8423118591309,45.338,6.52330956861622,low,0,680.8279074878626
Mauritania,69.2,62.2924878048781,36.9,83.3844,3.07791,NA,NA,34.612,7.23772687622722,low,0,1390.9286216979833
Mauritius,13.1,73.2668292682927,92.9,30.3008,3.41084,89.2498321533203,102.24951171875,11.7,9.10327059287049,high,1,8984.629768598683
Mexico,13.8,76.1856585365854,83,67.0108,5.1462,93.5199813842773,93.9910278320313,19.723,9.18143795169409,high,1,9715.112596361452
Moldova,14.5,70.2710975609756,75.5,25.9544,8.5597,NA,90.1737518310547,12.317,7.58607881649845,high,1,1970.5713725333567
Mongolia,23.4,68.1225365853659,57.2,19.0304,4.60903,NA,NA,24.252,8.23560757704439,high,1,3772.93154738411
Montenegro,5.7,75.3913170731707,94,14.4074,NA,98.4422073364258,74.0209884643555,11.902,8.89819410184855,high,1,7318.744690267258
Morocco,27.4,72.9854390243902,74.7,33.3018,NA,67.0841598510742,86.5518188476563,21.245,8.02829315482508,high,1,3066.5031577577283
Mozambique,68.1,53.7382926829268,19.3,157.7138,NA,NA,50.9629707336426,40.59,6.26319148491225,low,0,524.8914529412699
Namibia,36,63.2771707317073,32.7,79.776,NA,NA,NA,30.002,8.6196803115648,low,0,5539.615159669257
Nepal,34.6,68.4066341463415,39.5,78.7696,NA,59.6272506713867,NA,22.116,6.54518182770871,low,0,695.8831982943486
Netherlands,3.6,81.2048780487805,97.8,4.6572,5.52617,NA,NA,10.8,10.8881334220777,high,1,53537.275151220914
New Zealand,5,80.9048780487805,NA,26.2674,6.99861,NA,NA,13.93,10.5426233788281,NA,NA,37896.85396659383
Nicaragua,21.3,73.9012926829269,65.7,95.168,NA,NA,NA,21.702,7.4263991803626,high,1,1679.7482002535564
Niger,63.7,59.2045609756098,9.8,209.427,4.20718,NA,38.8609390258789,50.072,5.93542460142175,low,0,378.20054657404893
Nigeria,78.8,51.7378048780488,30.2,118.2752,NA,NA,NA,40.811,7.82968950495226,low,0,2514.148621519293
North America,5.97961226516258,78.9106015847223,99.9801523769511,30.0921851596712,NA,NA,NA,12.5308976501291,10.8201147689787,high,1,50016.82705928495
Norway,2.5,81.2951219512195,98.1,6.6698,6.45616,NA,98.029541015625,12.2,11.5186601627477,high,1,100575.11726344908
Oman,10,76.3276341463415,96.7,11.2294,NA,NA,102.117736816406,21.091,9.96007276845298,high,1,21164.335757437748
Pakistan,72.1,65.447,56.5,40.9824,2.22175,54.7380180358887,60.1092109680176,30.047,7.11543217795504,high,1,1230.8154275680927
Panama,16.5,77.0516829268293,72.9,79.2018,3.29343,NA,95.8763809204102,20.187,9.10897601808128,high,1,9036.037413575697
Papua New Guinea,49.2,62.1526341463415,18.9,57.7648,NA,NA,NA,29.764,7.51681364335541,low,0,1838.69919868665
Paraguay,19.8,72.4871951219512,84.1,61.7582,4.96643,NA,86.3467330932617,22.117,8.28991573315084,high,1,3983.498503520507
Peru,15.6,73.8449756097561,72.9,52.6508,2.68161,NA,96.2555313110352,20.674,8.653705784409,high,1,5731.346563230183
Philippines,24.4,67.8906585365854,71.1,56.4148,NA,NA,NA,24.315,7.77142701142714,high,1,2371.8535366281985
Poland,4.7,76.6951219512195,95,14.9658,4.86121,NA,95.0153732299805,10.1,9.53900662733529,high,1,13891.141688059983
Portugal,3.1,80.4707317073171,99.2,12.808,5.12129,94.47705078125,NA,9.2,10.0516808490601,high,1,23194.740956769878
Qatar,7.5,78.0278048780488,98.1,12.3948,4.01224,96.406867980957,NA,12.063,11.3976930654461,high,1,89115.90149084362
Romania,11.5,74.409756097561,77.9,37.6466,3.07337,98.6042861938477,96.8059234619141,9.7,9.12698896091866,high,1,9200.27782470489
Russian Federation,9.8,69.6585365853659,72.3,27.3982,NA,NA,NA,12.6,9.49731344630592,high,1,13323.88337543648
Rwanda,40,62.1553658536585,58.2,31.9952,4.71131,NA,NA,34.467,6.40836878880295,high,1,606.9028863996801
Saudi Arabia,14.2,73.8548536585366,100,11.1162,NA,NA,103.81226348877,21.388,10.0543225535411,high,1,23256.095612644887
Senegal,45.3,64.6953658536585,45.6,88.7562,NA,52.0519599914551,62.9625587463379,39.031,6.9857634735138,low,0,1081.1315180002402
Serbia,6.4,74.5365853658537,96.5,20.8694,4.49298,97.9624099731445,98.783317565918,9.1,8.76768600411728,high,1,6423.29178334584
Sierra Leone,102.3,49.0347317073171,12.7,129.1974,2.67841,NA,74.5117797851563,38.283,6.19619746751753,low,0,490.87890473930696
Singapore,2.2,81.7439024390244,100,4.3194,3.07419,96.176155090332,NA,9.5,10.8803342736036,high,1,53121.354017014964
Slovak Republic,6.8,75.9585365853659,98.8,21.2026,3.98871,NA,97.7589111328125,11.3,9.8058045743822,high,1,18138.72753656687
Slovenia,2.6,79.9707317073171,99.1,4.5834,5.56985,NA,95.6977081298828,10.7,10.12597864006,high,1,24983.693725446872
Solomon Islands,26.1,67.2912195121951,28.6,55.4442,NA,NA,NA,31.918,7.40783585731844,low,0,1648.8541272697569
South Africa,37.1,55.2956585365854,64.1,52.5216,5.96275,93.1021423339844,NA,21.316,8.99725423036002,high,1,8080.865243390432
South Asia,48.1,67.0726203296526,41.1497089615943,41.4214103764174,NA,NA,89.5619201660156,22.3014542909364,7.23167037831095,low,0,1382.5299244180956
South Sudan,68.3,54.205,6.6,82.1264,0.80521,NA,27.4851398468018,37.911,7.43611370135568,low,0,1696.1456672217237
Spain,3.8,82.4756097560976,99.9,9.5918,4.84507,97.7837524414063,102.433532714844,10.1,10.3682348313672,high,1,31832.238080708517
Sri Lanka,9.1,74.4245609756098,92.7,18.6794,1.9954,NA,98.7431411743164,18.332,8.04837120697389,high,1,3128.6948225646106
Sudan,52.2,62.4555365853659,23.5,88.4962,NA,NA,NA,34.367,7.37553469246605,low,0,1596.4452095570527
Suriname,21.4,70.5993902439024,79.4,48.7162,NA,NA,93.2117919921875,18.986,9.04174469413089,high,1,8448.504260834641
Swaziland,53.6,48.6613902439024,57,86.6976,8.63695,NA,77.5640563964844,30.695,8.31712735008297,high,1,4093.384242641026
Sweden,2.4,81.8024390243903,99.3,5.5736,6.49112,NA,100.779243469238,11.8,10.9953048876782,high,1,59593.68479823791
Switzerland,3.8,82.6951219512195,99.9,3.695,4.99342,NA,97.6440582275391,10.2,11.3851217472295,high,1,88002.60957037733
Tajikistan,43.3,68.8917804878049,94,40.054,3.93511,NA,100.976539611816,30.708,6.73485306501227,high,1,841.21987037443
Tanzania,40.4,62.6320975609756,13.6,124.2546,NA,NA,NA,40.546,6.60716883658102,low,0,740.383900829826
Thailand,12,73.8923902439024,93.3,44.2456,5.15515,NA,NA,11.51,8.61965850628072,high,1,5539.49436810396
Timor-Leste,51.1,67.5767317073171,39.5,54.9258,9.46313,NA,71.9048767089844,36.153,6.92334899061499,low,0,1015.7159279966346
Togo,57.9,57.9307804878049,11.5,91.9376,4.43707,60.4099464416504,64.2803726196289,37.098,6.34918392607394,low,0,572.02570322252825
Trinidad and Tobago,20.4,69.9803170731707,91.5,35.4616,NA,NA,NA,15.048,9.8139677123879,high,1,18287.40247411102
Tunisia,14.2,74.3439024390244,89.6,6.6326,NA,79.6539077758789,NA,18.8,8.36592641189593,high,1,4298.09169749072
Turkey,15.3,74.3673414634146,93.3,33.236,NA,94.1060943603516,102.207176208496,17.439,9.26711419732648,high,1,10584.16396364141
Turkmenistan,48.9,65.1656097560976,NA,18.5772,NA,NA,NA,21.659,8.65251696966195,NA,NA,5724.537102311107
Uganda,46.3,56.463756097561,18.3,131.3044,2.69587,NA,52.5135307312012,44.454,6.38255791440965,low,0,591.4386238158276
Ukraine,9.6,70.8092682926829,95.7,28.4446,6.16237,NA,101.072608947754,11,8.18025281290704,high,1,3569.7570274047584
United Arab Emirates,7,76.8511951219512,97.5,28.0744,NA,NA,100.038902282715,11.514,10.5941622017971,high,1,39901.220915553175
United Kingdom,4.2,80.9512195121951,99.2,19.6074,5.75164,NA,NA,12.8,10.6218242213528,high,1,41020.37696431016
United States,6.1,78.6414634146341,100,31.9522,5.2239,NA,NA,12.7,10.8153958453395,high,1,49781.35749013282
Uruguay,10.3,76.5411951219512,95.7,58.6358,4.35527,98.3358993530273,NA,14.623,9.55863937213638,high,1,14166.557667222396
Uzbekistan,38.4,67.9814146341463,100,18.2036,NA,NA,90.6495208740234,21.5,7.34266770916039,high,1,1544.8277727352408
"Venezuela, RB",14.1,73.7916585365854,93.5,81.2292,NA,94.7702255249023,96.1373291015625,20.407,9.28308818687706,high,1,10754.592879065396
Vietnam,19.3,75.1568048780488,71.4,35.008,NA,NA,NA,16.157,7.34127024309633,high,1,1542.6704361014852
West Bank and Gaza,19.8,72.3853902439024,91.9,62.1422,NA,95.2672424316406,91.2004013061523,30.922,7.88794109427202,high,1,2664.9513846395103
"Yemen, Rep.",40.3,63.0535365853659,53,67.8264,NA,NA,NA,34.017,7.15648769040298,high,1,1282.398831872166
Zambia,51.1,57.4221951219512,43,107.0682,NA,NA,NA,41.415,7.4112694122197,low,0,1654.5252889908847
Zimbabwe,54,51.6003658536585,37.5,114.1658,NA,83.5827178955078,NA,36.264,6.64451396210972,low,0,768.5564093023983
